Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
46,1,2025-08-28 17:51:35,"[[-0.6950492485806679,-0.5701763066160388,-0.07217501578330146,-0.5317995775953788,-0.8234388836094679,-0.20644374861556983,-0.3379974640820169,0.10508919112415033,-0.2866592551542985,-0.13446330974961251],[-0.5701763066160388,-0.462474298775495,-0.07066471562629353,-0.4512695085361972,-0.6902116311732294,-0.17074825041811958,-0.287053570127785,0.040510022955411173,-0.24641107062642714,-0.1302979615494229],[-0.07217501578330146,-0.07066471562629353,0.018659618546336732,-0.019930423901945597,-0.05133960354598269,-0.017288554540219603,-0.01214211063113698,0.11728422161661804,-0.003399557772764867,0.03314504528675316],[-0.5317995775953788,-0.4512695085361972,-0.019930423901945597,-0.3596052696211546,-0.5841273438847336,-0.15257335744908251,-0.2271127916319885,0.22392276842471484,-0.1831551796226804,-0.03969872676277405],[-0.8234388836094679,-0.6902116311732294,-0.05133960354598269,-0.5841273438847336,-0.9307998501652808,-0.23953883933726422,-0.369723423238696,0.264320517667454,-0.30435151813840633,-0.09817467014421989],[-0.20644374861556983,-0.17074825041811958,-0.017288554540219603,-0.15257335744908251,-0.23953883933726422,-0.06112522766145052,-0.09663493489829947,0.04769092836761425,-0.08100200536746745,-0.03229781838834321],[-0.3379974640820169,-0.287053570127785,-0.01214211063113698,-0.2271127916319885,-0.369723423238696,-0.09663493489829947,-0.1437356621031179,0.14651433152232032,-0.11578117753828211,-0.0230987970433765],[0.10508919112415033,0.040510022955411173,0.11728422161661804,0.22392276842471484,0.264320517667454,0.04769092836761425,0.14651433152232032,0.4211837159320877,0.15308911149395102,0.21207327331595616],[-0.2866592551542985,-0.24641107062642714,-0.003399557772764867,-0.1831551796226804,-0.30435151813840633,-0.08100200536746745,-0.11578117753828211,0.15308911149395102,-0.09126710717779449,-0.006655211888806772],[-0.13446330974961251,-0.1302979615494229,0.03314504528675316,-0.03969872676277405,-0.09817467014421989,-0.03229781838834321,-0.0230987970433765,0.21207327331595616,-0.006655211888806772,0.05805528591272797]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.825773412788703,"[1.,1.,1.,1.,1.,1.,1.,-1.,1.,1.]",-1,0.4845895767211914,MA-ALT,,,-6.825773412788703,"[1,1,1,1,1,1,1,-1,1,1]",4,4,3,-1.0,1000,29.02333188056945,,-1
47,1,2025-08-28 17:52:13,"[[-0.02151745417874715,0.17363369346790786,-0.04643081862583734,0.07635759627180624,-0.0005673522694795402,-0.0273973749184778,0.21320215874296214,0.062040471784948883,-0.38841858517925804,-0.03633218015093652],[0.17363369346790786,0.4466174407501132,0.13327988024406454,0.20076533185059497,0.03352918602325594,0.023764461158583015,0.5170255321968291,0.30724214452240234,-0.3058650178057052,0.17987910555519296],[-0.04643081862583734,0.13327988024406454,-0.07274854235359268,0.05497379802460474,-0.0034007754829258187,-0.03523772944698912,0.1685032138100142,0.02287812064961945,-0.39330887776845236,-0.06509760144748394],[0.07635759627180624,0.20076533185059497,0.05497379802460474,0.09471202284564435,0.010407946058666165,0.01156643100303177,0.23135775480378007,0.13322111602398978,-0.14389205630185964,0.07613886024517555],[-0.0005673522694795402,0.03352918602325594,-0.0034007754829258187,0.010407946058666165,0.004584310439410954,-0.005788745645345926,0.04179665146883473,0.015887133532021463,-0.06428555561054122,-0.0010720891661870876],[-0.0273973749184778,0.023764461158583015,-0.03523772944698912,0.01156643100303177,-0.005788745645345926,-0.013169205832994725,0.03197171807886252,-0.009349740393926803,-0.1288890203895543,-0.03525217059493271],[0.21320215874296214,0.5170255321968291,0.1685032138100142,0.23135775480378007,0.04179665146883473,0.03197171807886252,0.5970285275134296,0.36452452283171866,-0.3176688809762741,0.2236033265551371],[0.062040471784948883,0.30724214452240234,0.02287812064961945,0.13322111602398978,0.015887133532021463,-0.009349740393926803,0.36452452283171866,0.16753387543262904,-0.39035590156896116,0.05345454405739268],[-0.38841858517925804,-0.3058650178057052,-0.39330887776845236,-0.14389205630185964,-0.06428555561054122,-0.1288890203895543,-0.3176688809762741,-0.39035590156896116,-0.6134446732416238,-0.44680590663828],[-0.03633218015093652,0.17987910555519296,-0.06509760144748394,0.07613886024517555,-0.0010720891661870876,-0.03525217059493271,0.2236033265551371,0.05345454405739268,-0.44680590663828,-0.05434856875374879]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.487994297318048,"[1.,-1.,1.,-1.,1.,1.,-1.,1.,1.,1.]",-1,0.4803323745727539,MA-ALT,,,-2.487994297318048,"[1,-1,1,-1,1,1,-1,1,1,1]",6,5,5,-1.0,1000,37.86055755615234,,-1
48,1,2025-08-28 17:52:26,"[[-0.01576282968791704,-0.040876896330027127,-0.022423275610504848,-0.16996486297966143,-0.1513518979413016,-0.0668453008035077,-0.11217963929126654,-0.07307165439620819,-0.08506548716830038,-0.05356499764517533],[-0.040876896330027127,-0.09055861208569335,0.003093402055809071,-0.22424508869190404,-0.1519570776245441,-0.10024637128599137,-0.10500021650998284,-0.10979541695185326,-0.15769381732901566,-0.08563635059263713],[-0.022423275610504848,0.003093402055809071,0.08986361617303412,0.1824964984002762,0.21523934510310652,0.024567556236620096,0.19191092719242422,0.06135113187284985,0.0008779280106124276,0.014304276909468568],[-0.16996486297966143,-0.22424508869190404,0.1824964984002762,-0.2737335960725042,-0.07500307362996594,-0.31593633586460423,0.07828844002711301,-0.15704291231662737,-0.5464846760988414,-0.28700646278002845],[-0.1513518979413016,-0.1519570776245441,0.21523934510310652,-0.07500307362996594,0.0859409477385005,-0.248180795068552,0.20556229503125675,-0.06941927804219923,-0.4293435670610722,-0.22317295062779444],[-0.0668453008035077,-0.10024637128599137,0.024567556236620096,-0.31593633586460423,-0.248180795068552,-0.17664031503622377,-0.14640197174377045,-0.1503315569994534,-0.24273243463841732,-0.1451032791308066],[-0.11217963929126654,-0.10500021650998284,0.19191092719242422,0.07828844002711301,0.20556229503125675,-0.14640197174377045,0.26504749698013086,0.0017953330811474044,-0.2941859411526273,-0.14137701088910598],[-0.07307165439620819,-0.10979541695185326,0.06135113187284985,-0.15704291231662737,-0.06941927804219923,-0.1503315569994534,0.0017953330811474044,-0.08118303022773045,-0.25873120694575136,-0.13689538837208104],[-0.08506548716830038,-0.15769381732901566,0.0008779280106124276,-0.5464846760988414,-0.4293435670610722,-0.24273243463841732,-0.2941859411526273,-0.25873120694575136,-0.32495557825197285,-0.19451663297558258],[-0.05356499764517533,-0.08563635059263713,0.014304276909468568,-0.28700646278002845,-0.22317295062779444,-0.1451032791308066,-0.14137701088910598,-0.13689538837208104,-0.19451663297558258,-0.11648832279351042]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.47018967274951,"[1.,1.,-1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.4839479923248291,MA-ALT,,,-4.47018967274951,"[1,1,-1,1,1,1,1,1,1,1]",3,3,3,-1.0,1000,12.735175132751465,,-1
49,1,2025-08-28 17:50:17,"[[0.14742644968650745,0.17628474409492562,0.07614546749188694,0.09404015862217151,0.2348534574549391,0.15966073295846786,0.07173241226422408,-0.020844506212834957,0.2530633527642085,-0.0010436736808089042],[0.17628474409492562,0.20909290723309654,0.09341182803059567,0.12242665022538783,0.29577402700959987,0.19072100447048482,0.08808262263162975,-0.004973362495983319,0.3319604093988952,0.012027703854029306],[0.07614546749188694,0.09341182803059567,0.034621925128441255,0.028428272593214097,0.09094019975943228,0.08208797859693481,0.031966221321736536,-0.05120317360353496,0.06983988208845893,-0.026286335367973795],[0.09404015862217151,0.12242665022538783,0.028428272593214097,-0.025611356460602426,0.021473444345449948,0.10053625688130735,0.024621844380270413,-0.18660218192371483,-0.09898324805257647,-0.10959333262133032],[0.2348534574549391,0.29577402700959987,0.09094019975943228,0.021473444345449948,0.1830692786036315,0.25284946484379545,0.08368348783956578,-0.29298345710617435,0.012990411231217733,-0.16393931418268148],[0.15966073295846786,0.19072100447048482,0.08208797859693481,0.10053625688130735,0.25284946484379545,0.17245692144700114,0.07748566040984783,-0.024089591010528016,0.27083829761054407,-0.002019125727389229],[0.07173241226422408,0.08808262263162975,0.031966221321736536,0.024621844380270413,0.08368348783956578,0.07748566040984783,0.03045925838897766,-0.052241020916293165,0.05951867971067232,-0.026341797991369983],[-0.020844506212834957,-0.004973362495983319,-0.05120317360353496,-0.18660218192371483,-0.29298345710617435,-0.024089591010528016,-0.052241020916293165,-0.3481576558055238,-0.562221672869879,-0.22005263698786043],[0.2530633527642085,0.3319604093988952,0.06983988208845893,-0.09898324805257647,0.012990411231217733,0.27083829761054407,0.05951867971067232,-0.562221672869879,-0.35658307628960567,-0.3317599208573715],[-0.0010436736808089042,0.012027703854029306,-0.026286335367973795,-0.10959333262133032,-0.16393931418268148,-0.002019125727389229,-0.026341797991369983,-0.22005263698786043,-0.3317599208573715,-0.13847604338408143]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.5596925681488694,"[-1.,-1.,-1.,1.,1.,-1.,-1.,1.,1.,1.]",-1,0.4797804355621338,MA-ALT,,,-2.5596925681488694,"[-1,-1,-1,1,1,-1,-1,1,1,1]",4,4,2,-1.0,1000,29.841026782989506,,-1
50,1,2025-08-28 17:52:18,"[[0.1091623355688124,0.0009752841183237743,0.08509430253660046,-0.08797869167461361,0.16778756661195401,0.12702796012073578,-0.008803706934688127,0.2036868020112362,-0.08258350638275368,-0.1375209403263034],[0.0009752841183237743,-0.5055191240726973,0.0632598181824256,-0.5164433591490486,0.14500195155585932,-0.3711034311014526,-0.7119970513695846,-0.08466424905877776,-0.3048594456311022,-0.39484328472166347],[0.08509430253660046,0.0632598181824256,0.06060008739875184,-0.004260641112195873,0.11624558108710965,0.14944347419118026,0.07911746784674148,0.16805945390733573,-0.02940310032175046,-0.05545529015914813],[-0.08797869167461361,-0.5164433591490486,-0.004260641112195873,-0.4578646254837332,0.011303689978511194,-0.48442106185585804,-0.7203245219677744,-0.249479654327251,-0.24361658805881303,-0.290911311309137],[0.16778756661195401,0.14500195155585932,0.11624558108710965,0.011303689978511194,0.22170061059919266,0.3081327646379672,0.18543257008342093,0.3333393714237863,-0.04223366974727484,-0.09394907485982171],[0.12702796012073578,-0.3711034311014526,0.14944347419118026,-0.48442106185585804,0.3081327646379672,-0.12252455620440561,-0.5426917711439488,0.17247744842952556,-0.3211519465929312,-0.4445900398996282],[-0.008803706934688127,-0.7119970513695846,0.07911746784674148,-0.7203245219677744,0.18543257008342093,-0.5426917711439488,-1.0,-0.13129797644071503,-0.419438283224192,-0.5488518285599111],[0.2036868020112362,-0.08466424905877776,0.16805945390733573,-0.249479654327251,0.3333393714237863,0.17247744842952556,-0.13129797644071503,0.3659930404821955,-0.20489789644469156,-0.32626395823063237],[-0.08258350638275368,-0.3048594456311022,-0.02940310032175046,-0.24361658805881303,-0.04223366974727484,-0.3211519465929312,-0.419438283224192,-0.20489789644469156,-0.12051650668331669,-0.13544857537155758],[-0.1375209403263034,-0.39484328472166347,-0.05545529015914813,-0.290911311309137,-0.09394907485982171,-0.4445900398996282,-0.5488518285599111,-0.32626395823063237,-0.13544857537155758,-0.12859676277453422]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.44666684079133,"[-1.,1.,-1.,1.,-1.,1.,1.,1.,1.,1.]",-1,0.4844057559967041,MA-ALT,,,-6.44666684079133,"[-1,1,-1,1,-1,1,1,1,1,1]",19,11,8,-1.0,1000,120.69960927963255,,-1
51,1,2025-08-28 17:53:03,"[[-0.1671303410602176,-0.06600703548819131,-0.11677619119945158,-0.20017846786726534,-0.1914804463715651,-0.08477290309938663,-0.301717383886197,-0.2665569043856987,0.0011410903022859194,-0.08680672033366506],[-0.06600703548819131,-0.02574372126483353,-0.06053100013314924,-0.07133990182164543,-0.07896091954577322,-0.04860276570935331,-0.11868419310492909,-0.09621845571812015,-0.002274931332538468,-0.03486145746116934],[-0.11677619119945158,-0.06053100013314924,0.3255187009770647,-0.3656075945923674,-0.061061142443787714,0.35380694686948755,-0.2419753886857623,-0.4610116045449336,0.0768553078628757,-0.038859415953459174],[-0.20017846786726534,-0.07133990182164543,-0.3656075945923674,-0.11610081790032524,-0.27059490976293143,-0.3321323640649241,-0.344685465324586,-0.16780281574382896,-0.041340878756586534,-0.11615658535669313],[-0.1914804463715651,-0.07896091954577322,-0.061061142443787714,-0.27059490976293143,-0.2075110896549322,-0.025875288821191555,-0.3529765692474084,-0.35692760309017213,0.01380173635061165,-0.09605262826139258],[-0.08477290309938663,-0.04860276570935331,0.35380694686948755,-0.3321323640649241,-0.025875288821191555,0.37647969246313584,-0.1847682165098077,-0.4113104532277801,0.07828193636706797,-0.020853893689425383],[-0.301717383886197,-0.11868419310492909,-0.2419753886857623,-0.344685465324586,-0.3529765692474084,-0.1847682165098077,-0.5430602517803819,-0.459077468081511,-0.003681446863406511,-0.15793844952353006],[-0.2665569043856987,-0.09621845571812015,-0.4610116045449336,-0.16780281574382896,-0.35692760309017213,-0.4113104532277801,-0.459077468081511,-0.23247252778447897,-0.048481866455557215,-0.15182674727370815],[0.0011410903022859194,-0.002274931332538468,0.0768553078628757,-0.041340878756586534,0.01380173635061165,0.07828193636706797,-0.003681446863406511,-0.048481866455557215,0.014684593663298037,0.005319165056617323],[-0.08680672033366506,-0.03486145746116934,-0.038859415953459174,-0.11615658535669313,-0.09605262826139258,-0.020853893689425383,-0.15793844952353006,-0.15182674727370815,0.005319165056617323,-0.04329134922599301]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.747290905447863,"[1.,1.,1.,1.,1.,1.,1.,1.,-1.,1.]",-1,0.4804620742797851,MA-ALT,,,-4.747290905447863,"[1,1,1,1,1,-1,1,1,-1,1]",7,7,7,-1.0,1000,44.792985916137695,,-1
52,1,2025-08-28 17:53:27,"[[0.022671281591377147,0.11923424561851094,0.03424536563826883,0.01783879733530091,-0.04086520835476532,-0.00179045770234928,0.09424088463312068,0.08162768336556482,0.0030846336300757032,0.03615717965757348],[0.11923424561851094,-0.2359669910302108,-0.07933934784739594,-0.042050277472908876,-0.5047597451849295,-0.09882583038382416,0.22485555161590665,0.2857291306828941,-0.47901666445489655,-0.30264915608172155],[0.03424536563826883,-0.07933934784739594,-0.02686483430376229,-0.013537861726077552,-0.15172130908354198,-0.02994541817278094,0.06334746027958002,0.08170138827615335,-0.14578606451335258,-0.09369521557827674],[0.01783879733530091,-0.042050277472908876,-0.013537861726077552,-0.006651712621501063,-0.07926049987010288,-0.015185412876880883,0.03205596449594608,0.042400136636005295,-0.07671703498498127,-0.04949705805357748],[-0.04086520835476532,-0.5047597451849295,-0.15172130908354198,-0.07926049987010288,-0.039929015279874365,-0.02974577842139838,-0.2477812157600406,-0.1847865160792161,-0.18780070737000237,-0.2383881741738243],[-0.00179045770234928,-0.09882583038382416,-0.02994541817278094,-0.015185412876880883,-0.02974577842139838,-0.009694676168203823,-0.03329131511034417,-0.01939027109594417,-0.05395424890956599,-0.05496253081911675],[0.09424088463312068,0.22485555161590665,0.06334746027958002,0.03205596449594608,-0.2477812157600406,-0.03329131511034417,0.2964906602176716,0.2858995951023347,-0.13096470026889956,0.0005737470632579955],[0.08162768336556482,0.2857291306828941,0.08170138827615335,0.042400136636005295,-0.1847865160792161,-0.01939027109594417,0.2858995951023347,0.26335584704305687,-0.06095459961165109,0.05308766177386526],[0.0030846336300757032,-0.47901666445489655,-0.14578606451335258,-0.07671703498498127,-0.18780070737000237,-0.05395424890956599,-0.13096470026889956,-0.06095459961165109,-0.3009333968874148,-0.2867488166732495],[0.03615717965757348,-0.30264915608172155,-0.09369521557827674,-0.04949705805357748,-0.2383881741738243,-0.05496253081911675,0.0005737470632579955,0.05308766177386526,-0.2867488166732495,-0.22826013010307497]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.8019587862561286,"[-1.,1.,1.,1.,1.,1.,-1.,-1.,1.,1.]",-1,0.486588716506958,MA-ALT,,,-2.8019587862561286,"[-1,1,1,1,1,1,-1,-1,1,1]",3,3,3,-1.0,1000,23.81234645843506,,-1
53,1,2025-08-28 17:53:36,"[[-0.22544521707401985,-0.06538976896372282,-0.2639486578715805,-0.1403168452147453,-0.19600107042093937,-0.021263660177121918,-0.11585513945594224,-0.44021686668009913,-0.027284366147358765,-0.2180678989892573],[-0.06538976896372282,-0.005807132614496947,-0.08999491129805114,-0.1411954047507027,-0.12693675757295486,-0.013439174068702561,-0.04253449369569903,-0.13601738494612928,-0.019761408184097006,-0.09495247208978243],[-0.2639486578715805,-0.08999491129805114,-0.2943787965085792,-0.062264331963930414,-0.15652995064945371,-0.017027257129780347,-0.1255823931653421,-0.5072888555501032,-0.01939625718650304,-0.22455035604459758],[-0.1403168452147453,-0.1411954047507027,-0.062264331963930414,0.6770679962617752,0.41037878953901696,0.04220055931624551,-0.0036321753064263024,-0.20955611500038773,0.07229085991393874,0.10580967287404364],[-0.19600107042093937,-0.12693675757295486,-0.15652995064945371,0.41037878953901696,0.202817619803974,0.021007486893173475,-0.051226527903815176,-0.33762069484260543,0.03927834057183788,-0.022681727707914337],[-0.021263660177121918,-0.013439174068702561,-0.017027257129780347,0.04220055931624551,0.021007486893173475,0.002364483408464259,-0.005417704418847041,-0.037144094353514706,0.004312082399406374,-0.003954243827983981],[-0.11585513945594224,-0.04253449369569903,-0.1255823931653421,-0.0036321753064263024,-0.051226527903815176,-0.005417704418847041,-0.052544328939603965,-0.22116361249216188,-0.005150530493322146,-0.09210979987599408],[-0.44021686668009913,-0.13601738494612928,-0.5072888555501032,-0.20955611500038773,-0.33762069484260543,-0.037144094353514706,-0.22116361249216188,-0.8553993256597485,-0.045563958679017115,-0.40617253766917133],[-0.027284366147358765,-0.019761408184097006,-0.01939625718650304,0.07229085991393874,0.03927834057183788,0.004312082399406374,-0.005150530493322146,-0.045563958679017115,0.007369536320227958,0.001277289667043725],[-0.2180678989892573,-0.09495247208978243,-0.22455035604459758,0.10580967287404364,-0.022681727707914337,-0.003954243827983981,-0.09210979987599408,-0.40617253766917133,0.001277289667043725,-0.13415673054406424]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.589767724134247,"[1.,1.,1.,-1.,1.,1.,1.,1.,1.,1.]",-1,0.4828941822052002,MA-ALT,,,-3.589767724134247,"[1,1,1,-1,1,1,1,1,1,1]",2,2,2,-1.0,1000,8.855610132217407,Baren_23,-1
54,1,2025-08-28 17:54:04,"[[-0.3831690462508733,-0.25739280789033026,-0.33127276639820946,-0.07359894582439784,-0.29340070343476604,-0.18059506634130623,-0.30382031787264335,-0.06409183531907514,-0.5685448650009995,-0.32890036827784147],[-0.25739280789033026,0.20780203531047717,-0.3607659452838589,-0.07616715904818973,0.32091036968968456,0.03240283021776787,0.11238272869934005,0.07400075926713279,-0.2300851378468986,-0.14065414198703818],[-0.33127276639820946,-0.3607659452838589,-0.23417999292745173,-0.053703826373105015,-0.44183681605639463,-0.21203820122968728,-0.37825584958895037,-0.09865271233924182,-0.5471245225145823,-0.3129942658235035],[-0.07359894582439784,-0.07616715904818973,-0.053703826373105015,-0.012572449417982091,-0.09222633680209312,-0.045361348073419065,-0.08017341025946102,-0.020373542023303267,-0.11952029796652971,-0.06871982812742806],[-0.29340070343476604,0.32091036968968456,-0.44183681605639463,-0.09222633680209312,0.47923254576279467,0.07050493428764695,0.19692551230465652,0.10965194078087925,-0.2293696895848895,-0.1422073453573535],[-0.18059506634130623,0.03240283021776787,-0.21203820122968728,-0.045361348073419065,0.07050493428764695,-0.021157801416490596,-0.015127964151272787,0.017602773312347688,-0.2037451486587023,-0.12319729619450709],[-0.30382031787264335,0.11238272869934005,-0.37825584958895037,-0.08017341025946102,0.19692551230465652,-0.015127964151272787,0.021773761326036357,0.04673406879207208,-0.32304821800064437,-0.19402944915720052],[-0.06409183531907514,0.07400075926713279,-0.09865271233924182,-0.020373542023303267,0.10965194078087925,0.017602773312347688,0.04673406879207208,0.025711498108639402,-0.04610264465087899,-0.029978989761684446],[-0.5685448650009995,-0.2300851378468986,-0.5471245225145823,-0.11952029796652971,-0.2293696895848895,-0.2037451486587023,-0.32304821800064437,-0.04610264465087899,-0.7785468098538862,-0.46000680611140793],[-0.32890036827784147,-0.14065414198703818,-0.3129942658235035,-0.06871982812742806,-0.1422073453573535,-0.12319729619450709,-0.19402944915720052,-0.029978989761684446,-0.46000680611140793,-0.26875856013236404]]",10,Random,10,-1.0,-1.0,-1.0,-,-5.092088260970543,"[1.,1.,1.,1.,1.,1.,1.,-1.,1.,1.]",-1,0.4821667671203613,MA-ALT,,,-5.092088260970543,"[1,1,1,1,1,1,1,-1,1,1]",4,4,2,-1.0,1000,27.96180748939514,,-1
55,1,2025-08-28 17:50:25,"[[-0.21355381929359607,-0.3086118766338313,-0.05054604264299964,-0.17475671751604066,-0.03383767485375363,-0.04065594239013703,-0.1537180411425838,-0.3895043109441152,-0.3309159654485042,-0.2642251439507724],[-0.3086118766338313,-0.40044561311662263,-0.18348807402076067,-0.24786155049419054,-0.059511604352599355,-0.09503993653094192,-0.28043102012423754,-0.6015999084035429,-0.5303318697548574,-0.46895324024132995],[-0.05054604264299964,-0.18348807402076067,0.44315862295250086,-0.008380215644982938,0.09902404817153246,0.1739344476862181,0.24280367981299386,0.18589218041355401,0.2686152354019807,0.3822224617155974],[-0.17475671751604066,-0.24786155049419054,-0.008380215644982938,-0.1327430034775909,-0.009404295768984376,-0.013491224460350469,-0.10002554513803222,-0.2696011262896896,-0.21304824980780546,-0.16420831351084839],[-0.03383767485375363,-0.059511604352599355,0.09902404817153246,-0.009404295768984376,0.03299656827191528,0.04387002138864188,0.049337098811037976,0.03295999179898388,0.06113034980343729,0.0831502049264278],[-0.04065594239013703,-0.09503993653094192,0.1739344476862181,-0.013491224460350469,0.04387002138864188,0.06927432258408481,0.08879651889425764,0.04801930703364285,0.0869622185642829,0.13693258949123957],[-0.1537180411425838,-0.28043102012423754,0.24280367981299386,-0.10002554513803222,0.049337098811037976,0.08879651889425764,0.06419680330831147,-0.08711884560236906,0.0005955588241709914,0.09761961329365045],[-0.3895043109441152,-0.6015999084035429,0.18589218041355401,-0.2696011262896896,0.03295999179898388,0.04801930703364285,-0.08711884560236906,-0.5129279924853345,-0.36545911351654936,-0.18387024693575488],[-0.3309159654485042,-0.5303318697548574,0.2686152354019807,-0.21304824980780546,0.06113034980343729,0.0869622185642829,0.0005955588241709914,-0.36545911351654936,-0.2249693701241562,-0.043622766046094746],[-0.2642251439507724,-0.46895324024132995,0.3822224617155974,-0.16420831351084839,0.0831502049264278,0.13693258949123957,0.09761961329365045,-0.18387024693575488,-0.043622766046094746,0.13017494012391442]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.64098473756797,"[1.,1.,-1.,1.,-1.,-1.,1.,1.,1.,1.]",-1,0.4812507629394531,MA-ALT,,,-4.64098473756797,"[1,1,-1,1,-1,-1,-1,1,1,1]",6,6,6,-1.0,1000,37.55961847305298,,-1
56,1,2025-08-28 17:52:10,"[[-0.0727399818100644,0.015329175026722486,-0.10878860348826642,-0.0055048137202030265,-0.039215774825651056,-0.20950732134968425,-0.04934902602865349,-0.0034711451728977136,0.012331624758302469,0.03118492546024486],[0.015329175026722486,0.02241451638255188,0.0632270537436964,0.01858799778389671,0.018131605175697056,-0.07677024138118067,0.07535976680672316,0.01847250578395293,0.056579745211679855,0.029991557989360092],[-0.10878860348826642,0.0632270537436964,-0.09958264953336153,0.01904586238581364,-0.043326460529257545,-0.5020808487717533,0.027637932686886822,0.02248502697630189,0.11078849203052818,0.10349814101688222],[-0.0055048137202030265,0.01858799778389671,0.01904586238581364,0.011363382376931252,0.0034681456648693824,-0.09709970921103703,0.03987822907107455,0.011593265855203466,0.04072708191645719,0.02688964623768624],[-0.039215774825651056,0.018131605175697056,-0.043326460529257545,0.0034681456648693824,-0.017275701325391992,-0.1585310856856188,-0.0015676435332715316,0.005021408883272011,0.02919334847267185,0.030793858563332898],[-0.20950732134968425,-0.07677024138118067,-0.5020808487717533,-0.09709970921103703,-0.1585310856856188,-0.04025809768232421,-0.44513631592595815,-0.09280212279276968,-0.24000398816434737,-0.07947330836192994],[-0.04934902602865349,0.07535976680672316,0.027637932686886822,0.03987822907107455,-0.0015676435332715316,-0.44513631592595815,0.13037746439027065,0.04238652285292731,0.1570540382255941,0.11278305977298807],[-0.0034711451728977136,0.01847250578395293,0.02248502697630189,0.011593265855203466,0.005021408883272011,-0.09280212279276968,0.04238652285292731,0.012131661205926875,0.041109081637492106,0.026374619265474502],[0.012331624758302469,0.056579745211679855,0.11078849203052818,0.04072708191645719,0.02919334847267185,-0.24000398816434737,0.1570540382255941,0.041109081637492106,0.13300756100221398,0.0778446483579649],[0.03118492546024486,0.029991557989360092,0.10349814101688222,0.02688964623768624,0.030793858563332898,-0.07947330836192994,0.11278305977298807,0.026374619265474502,0.0778446483579649,0.03766846580956403]]",10,Random,10,-1.0,-1.0,-1.0,-,-1.430918082719563,"[1.,-1.,1.,1.,1.,1.,1.,1.,-1.,-1.]",-1,0.4862596988677978,MA-ALT,,,-1.430918082719563,"[1,-1,1,1,1,1,1,1,-1,-1]",4,4,4,-1.0,1000,105.64581823349,,-1
57,1,2025-08-28 17:52:39,"[[-0.0034683272792164115,0.012076580683434302,0.05458695673433195,-0.11258375089516222,-0.08776592034515221,-0.013104197035915886,0.026468306556157915,-0.030202162033879102,-0.20870667138855217,0.035259853530153706],[0.012076580683434302,0.015134797923466012,0.04741814689115524,-0.062232912647963476,-0.04188835180964187,0.0026680908086476477,0.04104506850731583,-0.005569661079207169,-0.10883597484631082,0.05402093335221832],[0.05458695673433195,0.04741814689115524,0.12699177135050302,-0.11732095184371535,-0.06565756150019786,0.028247728050259276,0.13709967938206497,0.01490995115836867,-0.1924755631299419,0.17949862245984322],[-0.11258375089516222,-0.062232912647963476,-0.11732095184371535,-0.03710934962988783,-0.08065450521349798,-0.08612790063557567,-0.20117667617159254,-0.09937284248345592,-0.11799946625373772,-0.26392666242623225],[-0.08776592034515221,-0.04188835180964187,-0.06565756150019786,-0.08065450521349798,-0.10452339013915402,-0.07294409656230047,-0.14261628317160652,-0.09114252346258471,-0.18799287358589137,-0.18751855899913955],[-0.013104197035915886,0.0026680908086476477,0.028247728050259276,-0.08612790063557567,-0.07294409656230047,-0.01774126013475845,-0.001038454629950336,-0.03257865097056284,-0.16428804426858723,0.00015039403147167757],[0.026468306556157915,0.04104506850731583,0.13709967938206497,-0.20117667617159254,-0.14261628317160652,-0.001038454629950336,0.10842391275193765,-0.02748843898226597,-0.3590904737710613,0.14206768728330849],[-0.030202162033879102,-0.005569661079207169,0.01490995115836867,-0.09937284248345592,-0.09114252346258471,-0.03257865097056284,-0.02748843898226597,-0.04821877217456363,-0.19776007797789877,-0.03745552147005419],[-0.20870667138855217,-0.10883597484631082,-0.1924755631299419,-0.11799946625373772,-0.18799287358589137,-0.16428804426858723,-0.3590904737710613,-0.19776007797789877,-0.3085844315325882,-0.470424266544231],[0.035259853530153706,0.05402093335221832,0.17949862245984322,-0.26392666242623225,-0.18751855899913955,0.00015039403147167757,0.14206768728330849,-0.03745552147005419,-0.470424266544231,0.18794445856172357]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.4894070389834058,"[1.,1.,-1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.2371585369110107,MA-ALT,,,-2.4894070389834058,"[1,1,-1,1,1,1,1,1,1,1]",5,5,2,-1.0,1000,28.61305356025696,,-1
