Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (str),Budget (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
10,1,2025-08-26 13:17:12,"[[-0.12651078956329065,0.19333428351254933,-0.27323565125223104,-0.6581350081499123,-0.33818876077384896,0.14962214294179443,-0.2717927415188426,-0.06742479551455804,-0.09036637006231296,-0.2355546089898134],[0.19333428351254933,0.4981976754928643,-0.8321391241126957,-0.41505447500741677,-0.8733182865036709,0.3672730165757897,-0.16598021479744052,-0.5878853475909879,0.3526674744679965,0.04310586566947883],[-0.27323565125223104,-0.8321391241126957,0.6725987142940053,-0.022045391774286993,-0.327090735691306,-0.19898259478446423,-0.059918971495728446,0.42817943077981657,0.44557244526053863,-0.6570300956858187],[-0.6581350081499123,-0.41505447500741677,-0.022045391774286993,-0.5118242059624498,-0.42535997536758596,0.000415119367177641,-0.24536857674720713,-0.17223702258708085,-0.07391864625104083,0.4738258296004325],[-0.33818876077384896,-0.8733182865036709,-0.327090735691306,-0.42535997536758596,0.3333298061886716,0.5298320942462024,0.14576785472209286,-0.6576661793270646,0.6814430847759781,-0.11544762955765164],[0.14962214294179443,0.3672730165757897,-0.19898259478446423,0.000415119367177641,0.5298320942462024,-0.09903197732097802,-0.5358638215718313,-0.8007193481682997,0.19084983881176987,-0.5916129633460817],[-0.2717927415188426,-0.16598021479744052,-0.059918971495728446,-0.24536857674720713,0.14576785472209286,-0.5358638215718313,0.29195557166150077,0.15072901239027314,0.8053203019128439,-0.18180262667900182],[-0.06742479551455804,-0.5878853475909879,0.42817943077981657,-0.17223702258708085,-0.6576661793270646,-0.8007193481682997,0.15072901239027314,-0.9100528514310726,0.42040562937159864,-0.03018851609207429],[-0.09036637006231296,0.3526674744679965,0.44557244526053863,-0.07391864625104083,0.6814430847759781,0.19084983881176987,0.8053203019128439,0.42040562937159864,-0.43487728037918805,0.36710690770723875],[-0.2355546089898134,0.04310586566947883,-0.6570300956858187,0.4738258296004325,-0.11544762955765164,-0.5916129633460817,-0.18180262667900182,-0.03018851609207429,0.36710690770723875,0.815874338566315]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-2.519391287804724,"[-1.,1.,-1.,1.,1.,-1.,-1.,1.,-1.,-1.]",-1,0.2889409065246582,CIA,,,-4.981618310086063,"[1,1,1,1,1,1,1,1,-1,-1]",65,65,65,65,-1.0,1000,91.1996886730194,,-1.0
11,1,2025-08-26 13:17:24,"[[-0.12651078956329065,0.19333428351254933,-0.27323565125223104,-0.6581350081499123,-0.33818876077384896,0.14962214294179443,-0.2717927415188426,-0.06742479551455804,-0.09036637006231296,-0.2355546089898134],[0.19333428351254933,0.4981976754928643,-0.8321391241126957,-0.41505447500741677,-0.8733182865036709,0.3672730165757897,-0.16598021479744052,-0.5878853475909879,0.3526674744679965,0.04310586566947883],[-0.27323565125223104,-0.8321391241126957,0.6725987142940053,-0.022045391774286993,-0.327090735691306,-0.19898259478446423,-0.059918971495728446,0.42817943077981657,0.44557244526053863,-0.6570300956858187],[-0.6581350081499123,-0.41505447500741677,-0.022045391774286993,-0.5118242059624498,-0.42535997536758596,0.000415119367177641,-0.24536857674720713,-0.17223702258708085,-0.07391864625104083,0.4738258296004325],[-0.33818876077384896,-0.8733182865036709,-0.327090735691306,-0.42535997536758596,0.3333298061886716,0.5298320942462024,0.14576785472209286,-0.6576661793270646,0.6814430847759781,-0.11544762955765164],[0.14962214294179443,0.3672730165757897,-0.19898259478446423,0.000415119367177641,0.5298320942462024,-0.09903197732097802,-0.5358638215718313,-0.8007193481682997,0.19084983881176987,-0.5916129633460817],[-0.2717927415188426,-0.16598021479744052,-0.059918971495728446,-0.24536857674720713,0.14576785472209286,-0.5358638215718313,0.29195557166150077,0.15072901239027314,0.8053203019128439,-0.18180262667900182],[-0.06742479551455804,-0.5878853475909879,0.42817943077981657,-0.17223702258708085,-0.6576661793270646,-0.8007193481682997,0.15072901239027314,-0.9100528514310726,0.42040562937159864,-0.03018851609207429],[-0.09036637006231296,0.3526674744679965,0.44557244526053863,-0.07391864625104083,0.6814430847759781,0.19084983881176987,0.8053203019128439,0.42040562937159864,-0.43487728037918805,0.36710690770723875],[-0.2355546089898134,0.04310586566947883,-0.6570300956858187,0.4738258296004325,-0.11544762955765164,-0.5916129633460817,-0.18180262667900182,-0.03018851609207429,0.36710690770723875,0.815874338566315]]",10,Penalty,-1,-1.0,-1.0,MOC,5.0,-,-3.453060963512139,"[1.,1.,-1.,1.,1.,-1.,-1.,1.,-1.,-1.]",-1,0.409252405166626,CIA,,,-4.14309307841584,"[1,1,1,1,1,-1,-1,1,-1,-1]",7,7,7,7,-1.0,1000,11.332979202270508,,-1.0
12,1,2025-08-26 13:17:28,"[[-0.12651078956329065,0.19333428351254933,-0.27323565125223104,-0.6581350081499123,-0.33818876077384896,0.14962214294179443,-0.2717927415188426,-0.06742479551455804,-0.09036637006231296,-0.2355546089898134],[0.19333428351254933,0.4981976754928643,-0.8321391241126957,-0.41505447500741677,-0.8733182865036709,0.3672730165757897,-0.16598021479744052,-0.5878853475909879,0.3526674744679965,0.04310586566947883],[-0.27323565125223104,-0.8321391241126957,0.6725987142940053,-0.022045391774286993,-0.327090735691306,-0.19898259478446423,-0.059918971495728446,0.42817943077981657,0.44557244526053863,-0.6570300956858187],[-0.6581350081499123,-0.41505447500741677,-0.022045391774286993,-0.5118242059624498,-0.42535997536758596,0.000415119367177641,-0.24536857674720713,-0.17223702258708085,-0.07391864625104083,0.4738258296004325],[-0.33818876077384896,-0.8733182865036709,-0.327090735691306,-0.42535997536758596,0.3333298061886716,0.5298320942462024,0.14576785472209286,-0.6576661793270646,0.6814430847759781,-0.11544762955765164],[0.14962214294179443,0.3672730165757897,-0.19898259478446423,0.000415119367177641,0.5298320942462024,-0.09903197732097802,-0.5358638215718313,-0.8007193481682997,0.19084983881176987,-0.5916129633460817],[-0.2717927415188426,-0.16598021479744052,-0.059918971495728446,-0.24536857674720713,0.14576785472209286,-0.5358638215718313,0.29195557166150077,0.15072901239027314,0.8053203019128439,-0.18180262667900182],[-0.06742479551455804,-0.5878853475909879,0.42817943077981657,-0.17223702258708085,-0.6576661793270646,-0.8007193481682997,0.15072901239027314,-0.9100528514310726,0.42040562937159864,-0.03018851609207429],[-0.09036637006231296,0.3526674744679965,0.44557244526053863,-0.07391864625104083,0.6814430847759781,0.19084983881176987,0.8053203019128439,0.42040562937159864,-0.43487728037918805,0.36710690770723875],[-0.2355546089898134,0.04310586566947883,-0.6570300956858187,0.4738258296004325,-0.11544762955765164,-0.5916129633460817,-0.18180262667900182,-0.03018851609207429,0.36710690770723875,0.815874338566315]]",10,Penalty,-1,-1.0,-1.0,MOC,6.0,-,-4.14309307841584,"[1.,1.,1.,1.,1.,-1.,-1.,1.,-1.,-1.]",-1,0.4286351203918457,CIA,,,-4.981618310086063,"[1,1,1,1,1,1,1,1,-1,-1]",3,2,2,2,-1.0,1000,4.118332862854004,,-1.0
13,1,2025-08-26 13:19:12,"[[-0.12651078956329065,0.19333428351254933,-0.27323565125223104,-0.6581350081499123,-0.33818876077384896,0.14962214294179443,-0.2717927415188426,-0.06742479551455804,-0.09036637006231296,-0.2355546089898134],[0.19333428351254933,0.4981976754928643,-0.8321391241126957,-0.41505447500741677,-0.8733182865036709,0.3672730165757897,-0.16598021479744052,-0.5878853475909879,0.3526674744679965,0.04310586566947883],[-0.27323565125223104,-0.8321391241126957,0.6725987142940053,-0.022045391774286993,-0.327090735691306,-0.19898259478446423,-0.059918971495728446,0.42817943077981657,0.44557244526053863,-0.6570300956858187],[-0.6581350081499123,-0.41505447500741677,-0.022045391774286993,-0.5118242059624498,-0.42535997536758596,0.000415119367177641,-0.24536857674720713,-0.17223702258708085,-0.07391864625104083,0.4738258296004325],[-0.33818876077384896,-0.8733182865036709,-0.327090735691306,-0.42535997536758596,0.3333298061886716,0.5298320942462024,0.14576785472209286,-0.6576661793270646,0.6814430847759781,-0.11544762955765164],[0.14962214294179443,0.3672730165757897,-0.19898259478446423,0.000415119367177641,0.5298320942462024,-0.09903197732097802,-0.5358638215718313,-0.8007193481682997,0.19084983881176987,-0.5916129633460817],[-0.2717927415188426,-0.16598021479744052,-0.059918971495728446,-0.24536857674720713,0.14576785472209286,-0.5358638215718313,0.29195557166150077,0.15072901239027314,0.8053203019128439,-0.18180262667900182],[-0.06742479551455804,-0.5878853475909879,0.42817943077981657,-0.17223702258708085,-0.6576661793270646,-0.8007193481682997,0.15072901239027314,-0.9100528514310726,0.42040562937159864,-0.03018851609207429],[-0.09036637006231296,0.3526674744679965,0.44557244526053863,-0.07391864625104083,0.6814430847759781,0.19084983881176987,0.8053203019128439,0.42040562937159864,-0.43487728037918805,0.36710690770723875],[-0.2355546089898134,0.04310586566947883,-0.6570300956858187,0.4738258296004325,-0.11544762955765164,-0.5916129633460817,-0.18180262667900182,-0.03018851609207429,0.36710690770723875,0.815874338566315]]",10,Penalty,-1,-1.0,-1.0,MOC,7.0,-,-4.443678930031942,"[1.,1.,1.,1.,1.,-1.,1.,1.,-1.,-1.]",-1,0.280505895614624,CIA,,,-5.868385885883435,"[1,1,1,1,1,1,1,1,-1,1]",73,-1,-1,-1,-1.0,1000,103.54322624206544,Baren_63,-1.0
14,1,2025-08-26 13:20:34,"[[-0.12651078956329065,0.19333428351254933,-0.27323565125223104,-0.6581350081499123,-0.33818876077384896,0.14962214294179443,-0.2717927415188426,-0.06742479551455804,-0.09036637006231296,-0.2355546089898134],[0.19333428351254933,0.4981976754928643,-0.8321391241126957,-0.41505447500741677,-0.8733182865036709,0.3672730165757897,-0.16598021479744052,-0.5878853475909879,0.3526674744679965,0.04310586566947883],[-0.27323565125223104,-0.8321391241126957,0.6725987142940053,-0.022045391774286993,-0.327090735691306,-0.19898259478446423,-0.059918971495728446,0.42817943077981657,0.44557244526053863,-0.6570300956858187],[-0.6581350081499123,-0.41505447500741677,-0.022045391774286993,-0.5118242059624498,-0.42535997536758596,0.000415119367177641,-0.24536857674720713,-0.17223702258708085,-0.07391864625104083,0.4738258296004325],[-0.33818876077384896,-0.8733182865036709,-0.327090735691306,-0.42535997536758596,0.3333298061886716,0.5298320942462024,0.14576785472209286,-0.6576661793270646,0.6814430847759781,-0.11544762955765164],[0.14962214294179443,0.3672730165757897,-0.19898259478446423,0.000415119367177641,0.5298320942462024,-0.09903197732097802,-0.5358638215718313,-0.8007193481682997,0.19084983881176987,-0.5916129633460817],[-0.2717927415188426,-0.16598021479744052,-0.059918971495728446,-0.24536857674720713,0.14576785472209286,-0.5358638215718313,0.29195557166150077,0.15072901239027314,0.8053203019128439,-0.18180262667900182],[-0.06742479551455804,-0.5878853475909879,0.42817943077981657,-0.17223702258708085,-0.6576661793270646,-0.8007193481682997,0.15072901239027314,-0.9100528514310726,0.42040562937159864,-0.03018851609207429],[-0.09036637006231296,0.3526674744679965,0.44557244526053863,-0.07391864625104083,0.6814430847759781,0.19084983881176987,0.8053203019128439,0.42040562937159864,-0.43487728037918805,0.36710690770723875],[-0.2355546089898134,0.04310586566947883,-0.6570300956858187,0.4738258296004325,-0.11544762955765164,-0.5916129633460817,-0.18180262667900182,-0.03018851609207429,0.36710690770723875,0.815874338566315]]",10,Penalty,-1,-1.0,-1.0,MOC,8.0,-,-4.981618310086063,"[1.,1.,1.,1.,1.,1.,1.,1.,-1.,-1.]",-1,0.4770591259002685,CIA,,,-5.868385885883435,"[1,1,1,1,1,1,1,1,-1,1]",59,-1,14,-1,-1.0,1000,81.93144798278809,Baren_49,-1.0
15,1,2025-08-26 13:22:06,"[[0.09125698215899702,-0.574846015418181,0.18769049552738293,0.28167032469293174,-0.2324685146330031,0.2951589934073049,-0.10332096216666387,-0.52494726569298,0.4663203207506561,0.4379517795147181],[-0.574846015418181,0.9426338443487499,0.31426101061114653,-0.22874128839795238,-0.07640156100786377,0.019145253913485316,0.05670831513474195,0.1238420232235411,0.046727332783275566,-0.18347087699828446],[0.18769049552738293,0.31426101061114653,-0.3205149611584728,-0.024345914482648667,-0.5705474052844256,-0.23233938392436415,-0.5483389821754939,-0.5301338811791377,-0.227956319501616,-0.0031490040536205077],[0.28167032469293174,-0.22874128839795238,-0.024345914482648667,-0.9560340885793466,0.3358787526946019,-0.01768494727096026,0.18252561476937446,0.5857748014945857,-0.20833960876232038,-0.1349683711281685],[-0.2324685146330031,-0.07640156100786377,-0.5705474052844256,0.3358787526946019,-0.6168371028738573,0.46151402412294185,0.4791661909991859,-0.3112154054924432,0.23000046593325008,0.19458706594399755],[0.2951589934073049,0.019145253913485316,-0.23233938392436415,-0.01768494727096026,0.46151402412294185,-0.8456568536798517,-0.16056978153150292,0.43406037526615926,0.06968928198216096,0.5766799691887178],[-0.10332096216666387,0.05670831513474195,-0.5483389821754939,0.18252561476937446,0.4791661909991859,-0.16056978153150292,-0.1556899472862847,-0.23372855143457782,-0.536896326026106,0.07329141960151242],[-0.52494726569298,0.1238420232235411,-0.5301338811791377,0.5857748014945857,-0.3112154054924432,0.43406037526615926,-0.23372855143457782,0.07081744154333847,0.6793447725065479,-0.5987899626806934],[0.4663203207506561,0.046727332783275566,-0.227956319501616,-0.20833960876232038,0.23000046593325008,0.06968928198216096,-0.536896326026106,0.6793447725065479,-0.5495888763409635,0.1475050049122365],[0.4379517795147181,-0.18347087699828446,-0.0031490040536205077,-0.1349683711281685,0.19458706594399755,0.5766799691887178,0.07329141960151242,-0.5987899626806934,0.1475050049122365,-0.568519512609313]]",10,Penalty,-1,-1.0,-1.0,MOC,2.0,-,-0.4162634836142019,"[-1.,-1.,1.,-1.,1.,-1.,-1.,-1.,-1.,-1.]",-1,0.5908715724945068,CIA,,,-1.9138157066090868,"[-1,-1,1,-1,1,-1,-1,1,-1,1]",63,-1,-1,-1,-1.0,1000,91.43241906166077,Baren_53,-1.0
16,1,2025-08-26 13:25:09,"[[0.09125698215899702,-0.574846015418181,0.18769049552738293,0.28167032469293174,-0.2324685146330031,0.2951589934073049,-0.10332096216666387,-0.52494726569298,0.4663203207506561,0.4379517795147181],[-0.574846015418181,0.9426338443487499,0.31426101061114653,-0.22874128839795238,-0.07640156100786377,0.019145253913485316,0.05670831513474195,0.1238420232235411,0.046727332783275566,-0.18347087699828446],[0.18769049552738293,0.31426101061114653,-0.3205149611584728,-0.024345914482648667,-0.5705474052844256,-0.23233938392436415,-0.5483389821754939,-0.5301338811791377,-0.227956319501616,-0.0031490040536205077],[0.28167032469293174,-0.22874128839795238,-0.024345914482648667,-0.9560340885793466,0.3358787526946019,-0.01768494727096026,0.18252561476937446,0.5857748014945857,-0.20833960876232038,-0.1349683711281685],[-0.2324685146330031,-0.07640156100786377,-0.5705474052844256,0.3358787526946019,-0.6168371028738573,0.46151402412294185,0.4791661909991859,-0.3112154054924432,0.23000046593325008,0.19458706594399755],[0.2951589934073049,0.019145253913485316,-0.23233938392436415,-0.01768494727096026,0.46151402412294185,-0.8456568536798517,-0.16056978153150292,0.43406037526615926,0.06968928198216096,0.5766799691887178],[-0.10332096216666387,0.05670831513474195,-0.5483389821754939,0.18252561476937446,0.4791661909991859,-0.16056978153150292,-0.1556899472862847,-0.23372855143457782,-0.536896326026106,0.07329141960151242],[-0.52494726569298,0.1238420232235411,-0.5301338811791377,0.5857748014945857,-0.3112154054924432,0.43406037526615926,-0.23372855143457782,0.07081744154333847,0.6793447725065479,-0.5987899626806934],[0.4663203207506561,0.046727332783275566,-0.227956319501616,-0.20833960876232038,0.23000046593325008,0.06968928198216096,-0.536896326026106,0.6793447725065479,-0.5495888763409635,0.1475050049122365],[0.4379517795147181,-0.18347087699828446,-0.0031490040536205077,-0.1349683711281685,0.19458706594399755,0.5766799691887178,0.07329141960151242,-0.5987899626806934,0.1475050049122365,-0.568519512609313]]",10,Penalty,-1,-1.0,-1.0,MOC,3.0,-,-1.2222040495141138,"[-1.,-1.,1.,-1.,1.,-1.,-1.,1.,-1.,-1.]",-1,0.3777472972869873,CIA,,,-1.94917687672332,"[-1,-1,1,-1,-1,1,1,-1,1,-1]",127,-1,13,-1,-1.0,1000,182.2676243782044,Baren_117,-1.0
17,1,2025-08-26 13:27:00,"[[0.09125698215899702,-0.574846015418181,0.18769049552738293,0.28167032469293174,-0.2324685146330031,0.2951589934073049,-0.10332096216666387,-0.52494726569298,0.4663203207506561,0.4379517795147181],[-0.574846015418181,0.9426338443487499,0.31426101061114653,-0.22874128839795238,-0.07640156100786377,0.019145253913485316,0.05670831513474195,0.1238420232235411,0.046727332783275566,-0.18347087699828446],[0.18769049552738293,0.31426101061114653,-0.3205149611584728,-0.024345914482648667,-0.5705474052844256,-0.23233938392436415,-0.5483389821754939,-0.5301338811791377,-0.227956319501616,-0.0031490040536205077],[0.28167032469293174,-0.22874128839795238,-0.024345914482648667,-0.9560340885793466,0.3358787526946019,-0.01768494727096026,0.18252561476937446,0.5857748014945857,-0.20833960876232038,-0.1349683711281685],[-0.2324685146330031,-0.07640156100786377,-0.5705474052844256,0.3358787526946019,-0.6168371028738573,0.46151402412294185,0.4791661909991859,-0.3112154054924432,0.23000046593325008,0.19458706594399755],[0.2951589934073049,0.019145253913485316,-0.23233938392436415,-0.01768494727096026,0.46151402412294185,-0.8456568536798517,-0.16056978153150292,0.43406037526615926,0.06968928198216096,0.5766799691887178],[-0.10332096216666387,0.05670831513474195,-0.5483389821754939,0.18252561476937446,0.4791661909991859,-0.16056978153150292,-0.1556899472862847,-0.23372855143457782,-0.536896326026106,0.07329141960151242],[-0.52494726569298,0.1238420232235411,-0.5301338811791377,0.5857748014945857,-0.3112154054924432,0.43406037526615926,-0.23372855143457782,0.07081744154333847,0.6793447725065479,-0.5987899626806934],[0.4663203207506561,0.046727332783275566,-0.227956319501616,-0.20833960876232038,0.23000046593325008,0.06968928198216096,-0.536896326026106,0.6793447725065479,-0.5495888763409635,0.1475050049122365],[0.4379517795147181,-0.18347087699828446,-0.0031490040536205077,-0.1349683711281685,0.19458706594399755,0.5766799691887178,0.07329141960151242,-0.5987899626806934,0.1475050049122365,-0.568519512609313]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-1.94917687672332,"[-1.,-1.,1.,-1.,-1.,1.,1.,-1.,1.,-1.]",-1,0.4715046882629394,CIA,,,-1.273612411583164,"[-1,-1,1,-1,-1,1,1,1,-1,-1]",77,-1,-1,-1,-1.0,1000,111.18567276000977,Baren_67,-1.0
18,1,2025-08-26 13:27:20,"[[0.09125698215899702,-0.574846015418181,0.18769049552738293,0.28167032469293174,-0.2324685146330031,0.2951589934073049,-0.10332096216666387,-0.52494726569298,0.4663203207506561,0.4379517795147181],[-0.574846015418181,0.9426338443487499,0.31426101061114653,-0.22874128839795238,-0.07640156100786377,0.019145253913485316,0.05670831513474195,0.1238420232235411,0.046727332783275566,-0.18347087699828446],[0.18769049552738293,0.31426101061114653,-0.3205149611584728,-0.024345914482648667,-0.5705474052844256,-0.23233938392436415,-0.5483389821754939,-0.5301338811791377,-0.227956319501616,-0.0031490040536205077],[0.28167032469293174,-0.22874128839795238,-0.024345914482648667,-0.9560340885793466,0.3358787526946019,-0.01768494727096026,0.18252561476937446,0.5857748014945857,-0.20833960876232038,-0.1349683711281685],[-0.2324685146330031,-0.07640156100786377,-0.5705474052844256,0.3358787526946019,-0.6168371028738573,0.46151402412294185,0.4791661909991859,-0.3112154054924432,0.23000046593325008,0.19458706594399755],[0.2951589934073049,0.019145253913485316,-0.23233938392436415,-0.01768494727096026,0.46151402412294185,-0.8456568536798517,-0.16056978153150292,0.43406037526615926,0.06968928198216096,0.5766799691887178],[-0.10332096216666387,0.05670831513474195,-0.5483389821754939,0.18252561476937446,0.4791661909991859,-0.16056978153150292,-0.1556899472862847,-0.23372855143457782,-0.536896326026106,0.07329141960151242],[-0.52494726569298,0.1238420232235411,-0.5301338811791377,0.5857748014945857,-0.3112154054924432,0.43406037526615926,-0.23372855143457782,0.07081744154333847,0.6793447725065479,-0.5987899626806934],[0.4663203207506561,0.046727332783275566,-0.227956319501616,-0.20833960876232038,0.23000046593325008,0.06968928198216096,-0.536896326026106,0.6793447725065479,-0.5495888763409635,0.1475050049122365],[0.4379517795147181,-0.18347087699828446,-0.0031490040536205077,-0.1349683711281685,0.19458706594399755,0.5766799691887178,0.07329141960151242,-0.5987899626806934,0.1475050049122365,-0.568519512609313]]",10,Penalty,-1,-1.0,-1.0,MOC,5.0,-,-2.495038776759548,"[-1.,-1.,1.,1.,-1.,1.,1.,-1.,1.,-1.]",-1,0.4855678081512451,CIA,,,-2.495038776759548,"[-1,-1,1,1,-1,1,1,-1,1,-1]",14,14,14,14,-1.0,1000,19.34994101524353,,-1.0
19,1,2025-08-26 13:27:39,"[[0.09125698215899702,-0.574846015418181,0.18769049552738293,0.28167032469293174,-0.2324685146330031,0.2951589934073049,-0.10332096216666387,-0.52494726569298,0.4663203207506561,0.4379517795147181],[-0.574846015418181,0.9426338443487499,0.31426101061114653,-0.22874128839795238,-0.07640156100786377,0.019145253913485316,0.05670831513474195,0.1238420232235411,0.046727332783275566,-0.18347087699828446],[0.18769049552738293,0.31426101061114653,-0.3205149611584728,-0.024345914482648667,-0.5705474052844256,-0.23233938392436415,-0.5483389821754939,-0.5301338811791377,-0.227956319501616,-0.0031490040536205077],[0.28167032469293174,-0.22874128839795238,-0.024345914482648667,-0.9560340885793466,0.3358787526946019,-0.01768494727096026,0.18252561476937446,0.5857748014945857,-0.20833960876232038,-0.1349683711281685],[-0.2324685146330031,-0.07640156100786377,-0.5705474052844256,0.3358787526946019,-0.6168371028738573,0.46151402412294185,0.4791661909991859,-0.3112154054924432,0.23000046593325008,0.19458706594399755],[0.2951589934073049,0.019145253913485316,-0.23233938392436415,-0.01768494727096026,0.46151402412294185,-0.8456568536798517,-0.16056978153150292,0.43406037526615926,0.06968928198216096,0.5766799691887178],[-0.10332096216666387,0.05670831513474195,-0.5483389821754939,0.18252561476937446,0.4791661909991859,-0.16056978153150292,-0.1556899472862847,-0.23372855143457782,-0.536896326026106,0.07329141960151242],[-0.52494726569298,0.1238420232235411,-0.5301338811791377,0.5857748014945857,-0.3112154054924432,0.43406037526615926,-0.23372855143457782,0.07081744154333847,0.6793447725065479,-0.5987899626806934],[0.4663203207506561,0.046727332783275566,-0.227956319501616,-0.20833960876232038,0.23000046593325008,0.06968928198216096,-0.536896326026106,0.6793447725065479,-0.5495888763409635,0.1475050049122365],[0.4379517795147181,-0.18347087699828446,-0.0031490040536205077,-0.1349683711281685,0.19458706594399755,0.5766799691887178,0.07329141960151242,-0.5987899626806934,0.1475050049122365,-0.568519512609313]]",10,Penalty,-1,-1.0,-1.0,MOC,6.0,-,-2.41073657963265,"[1.,-1.,1.,-1.,1.,-1.,1.,1.,-1.,1.]",-1,0.3704032897949219,CIA,,,-2.41073657963265,"[1,-1,1,-1,1,-1,1,1,-1,1]",13,13,13,13,-1.0,1000,18.88008403778076,,-1.0
20,1,2025-08-26 13:29:13,"[[0.09125698215899702,-0.574846015418181,0.18769049552738293,0.28167032469293174,-0.2324685146330031,0.2951589934073049,-0.10332096216666387,-0.52494726569298,0.4663203207506561,0.4379517795147181],[-0.574846015418181,0.9426338443487499,0.31426101061114653,-0.22874128839795238,-0.07640156100786377,0.019145253913485316,0.05670831513474195,0.1238420232235411,0.046727332783275566,-0.18347087699828446],[0.18769049552738293,0.31426101061114653,-0.3205149611584728,-0.024345914482648667,-0.5705474052844256,-0.23233938392436415,-0.5483389821754939,-0.5301338811791377,-0.227956319501616,-0.0031490040536205077],[0.28167032469293174,-0.22874128839795238,-0.024345914482648667,-0.9560340885793466,0.3358787526946019,-0.01768494727096026,0.18252561476937446,0.5857748014945857,-0.20833960876232038,-0.1349683711281685],[-0.2324685146330031,-0.07640156100786377,-0.5705474052844256,0.3358787526946019,-0.6168371028738573,0.46151402412294185,0.4791661909991859,-0.3112154054924432,0.23000046593325008,0.19458706594399755],[0.2951589934073049,0.019145253913485316,-0.23233938392436415,-0.01768494727096026,0.46151402412294185,-0.8456568536798517,-0.16056978153150292,0.43406037526615926,0.06968928198216096,0.5766799691887178],[-0.10332096216666387,0.05670831513474195,-0.5483389821754939,0.18252561476937446,0.4791661909991859,-0.16056978153150292,-0.1556899472862847,-0.23372855143457782,-0.536896326026106,0.07329141960151242],[-0.52494726569298,0.1238420232235411,-0.5301338811791377,0.5857748014945857,-0.3112154054924432,0.43406037526615926,-0.23372855143457782,0.07081744154333847,0.6793447725065479,-0.5987899626806934],[0.4663203207506561,0.046727332783275566,-0.227956319501616,-0.20833960876232038,0.23000046593325008,0.06968928198216096,-0.536896326026106,0.6793447725065479,-0.5495888763409635,0.1475050049122365],[0.4379517795147181,-0.18347087699828446,-0.0031490040536205077,-0.1349683711281685,0.19458706594399755,0.5766799691887178,0.07329141960151242,-0.5987899626806934,0.1475050049122365,-0.568519512609313]]",10,Penalty,-1,-1.0,-1.0,MOC,7.0,-,-2.2793267619131745,"[1.,1.,1.,-1.,1.,-1.,1.,1.,-1.,1.]",-1,0.4338455200195312,CIA,,,-1.9455592133120203,"[-1,-1,1,1,1,-1,1,1,1,1]",64,-1,-1,-1,-1.0,1000,93.51131391525269,Baren_54,-1.0
