Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
10,1,2025-08-22 15:50:39,"[[0.1619430289712699,0.01832302311202737,-0.3755322314258335,0.1435806888786199,0.1605185643738627,0.15266020118232254,0.23021981477351122,0.19391239841695176,-0.2733886071947567,-0.06012937938697014],[0.018323023112027405,0.060306299815368315,0.04181424829569527,-0.01680563680343919,-0.2870152960376266,-0.0465192168859577,-0.09980823729786766,-0.11620188822042973,0.2986413656993446,-0.0013664715105625906],[-0.3755322314258334,0.04181424829569526,0.41877128252950097,0.022072486635557515,0.20289456599404648,0.3766528831466031,-0.08059180721538083,0.1237344388600098,0.19511595385835429,-0.0460511816055974],[0.14358068887861994,-0.016805636803439175,0.022072486635557442,-0.14191576413319898,-0.213077619377306,-0.15975763008722152,-0.1646577224587092,0.02963005849675229,0.09118739275152189,0.1621641769833653],[0.16051856437386258,-0.28701529603762665,0.20289456599404646,-0.2130776193773059,0.3842160566529074,0.04468934011312885,-0.2268252977600761,-0.16743984808119616,-0.2934454351068139,0.3094358759038161],[0.1526602011823225,-0.04651921688595775,0.37665288314660317,-0.15975763008722163,0.044689340113128785,0.5590095300712922,-0.13546667945293453,-0.13152997888997836,-0.11311848924171838,0.20422776346492846],[0.23021981477351117,-0.09980823729786766,-0.08059180721538096,-0.16465772245870933,-0.2268252977600762,-0.1354666794529346,-0.31507455340891755,0.012754251224356503,0.2882601503743079,0.27616115002151],[0.1939123984169516,-0.1162018882204296,0.12373443886000973,0.029630058496752282,-0.16743984808119614,-0.13152997888997833,0.01275425122435607,-1.0,-0.013158605057460226,-0.13365332350629602],[-0.27338860719475655,0.2986413656993446,0.19511595385835429,0.09118739275152192,-0.2934454351068141,-0.11311848924171838,0.2882601503743076,-0.01315860505746017,-0.025779374641082844,-0.3333628724743735],[-0.06012937938697016,-0.0013664715105626028,-0.04605118160559738,0.16216417698336524,0.3094358759038162,0.2042277634649285,0.2761611500215097,-0.13365332350629563,-0.33336287247437346,-0.19201813121174677]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-1.9045620450516496,"[-1.,1.,-1.,1.,1.,1.,1.,1.,-1.,-1.]",-1,0.96128249168396,CIA,,,-1.9045620450516496,"[-1,1,-1,1,1,1,1,1,-1,-1]",15,15,15,15,-1.0,1000,28.94266033172608,,-1.0
11,1,2025-08-22 15:50:54,"[[0.151644132932562,0.16094587110689892,0.8246887181259541,0.14414597507747035,-0.12768594644164977,-0.6427130351803095,0.23552265476019282,0.03510482689830957,0.10512833978929234,-0.22885825943975918],[0.16094587110689934,-0.649065356057762,-0.12356290481973316,0.45465554960690324,-0.12182681316171855,-0.27614952852387115,-0.27163444375363666,-0.06292590496259746,0.14286971655093036,-0.20710610424788573],[0.8246887181259538,-0.12356290481973338,0.04489591052720979,-0.4519260226812658,0.0894134619314633,-0.2129784825046274,-0.2837112242558767,-0.5191572215075994,-0.14071938747552795,0.3981628330216098],[0.14414597507747082,0.45465554960690313,-0.45192602268126575,0.8315292361686114,-0.044363710684409,-0.09995584486682318,-0.092647171849671,-0.2779083191806019,-0.45495867980168025,-0.33234908780173283],[-0.12768594644164985,-0.12182681316171835,0.08941346193146305,-0.04436371068440896,0.07206514770327543,0.52568303111311,0.08945741481510291,0.4561335397942826,0.22977931585039038,-0.13363434996551274],[-0.6427130351803093,-0.2761495285238712,-0.21297848250462734,-0.09995584486682313,0.5256830311131098,-0.20474929440134992,-0.2101672711637823,-0.5186510373256905,-0.17235343677114673,-0.014494141367241854],[0.23552265476019277,-0.2716344437536368,-0.28371122425587664,-0.092647171849671,0.08945741481510308,-0.21016727116378242,-0.3746628873674558,0.09006769240983493,0.4352564908259828,-0.038348138483941564],[0.03510482689830962,-0.06292590496259745,-0.5191572215075995,-0.27790831918060194,0.4561335397942829,-0.5186510373256907,0.09006769240983521,0.6148849223627826,-0.14121102329115043,0.018580102489259245],[0.10512833978929208,0.14286971655093025,-0.14071938747552776,-0.45495867980168025,0.22977931585039038,-0.17235343677114695,0.4352564908259828,-0.1412110232911503,-0.28220773014295625,-0.9999999999999998],[-0.22885825943975907,-0.20710610424788575,0.3981628330216097,-0.33234908780173306,-0.1336343499655128,-0.014494141367241834,-0.03834813848394135,0.018580102489259287,-1.0,-0.4543832091145101]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.846089424561266,"[-1.,1.,1.,1.,-1.,1.,1.,1.,1.,1.]",-1,0.8713140487670898,CIA,,,-3.846089424561266,"[-1,1,1,1,-1,1,1,1,1,1]",7,7,7,7,-1.0,1000,14.495031356811523,,-1.0
12,1,2025-08-22 15:51:50,"[[-0.41050736545271904,-0.7165028050352498,-0.09009035198508512,0.4419445643786504,0.23581816921282414,-0.1369151845598366,-0.11648788808822558,-0.4478853109408644,-0.581042233453357,-0.45071363858097974],[-0.7165028050352498,0.037538806026550804,0.9172061793408037,-0.13126408749612387,-0.063943132172002,-0.19445469495636292,-0.1416878114018021,0.1878162804792399,0.7080601703666021,-0.44161915353463327],[-0.09009035198508512,0.9172061793408037,-0.23441935245956663,0.35964745775321466,0.2642392469768175,0.44752910437378635,0.04454987040521215,0.30932155070140355,0.4628056030197921,0.26101849366722424],[0.4419445643786502,-0.13126408749612395,0.35964745775321455,0.7296235696099339,0.43931436449901606,-0.2503436260015119,0.2555041317882868,0.015841830262582617,0.031623427377995464,0.7406919690584293],[0.23581816921282386,-0.06394313217200195,0.2642392469768174,0.43931436449901606,0.4516031387179443,-0.37186838615353807,0.7874953136074555,-0.46010423323012817,0.009516715017174108,0.33036716241475295],[-0.13691518455983634,-0.19445469495636272,0.4475291043737862,-0.2503436260015117,-0.37186838615353807,-0.43233314574544995,0.04449381206639797,-0.13174650831757798,0.3227165646595631,-0.6242924516214251],[-0.11648788808822533,-0.14168781140180248,0.04454987040521188,0.255504131788287,0.7874953136074562,0.044493812066397895,0.9296923569571341,-0.23189806888522865,-0.0032991550295298853,-1.0],[-0.4478853109408645,0.18781628047923973,0.3093215507014033,0.015841830262582932,-0.46010423323012783,-0.13174650831757834,-0.23189806888522893,-0.45511458987200565,-0.09381465330682388,-0.2138670184781467],[-0.581042233453357,0.7080601703666022,0.4628056030197922,0.031623427377995166,0.009516715017173907,0.3227165646595632,-0.0032991550295297023,-0.09381465330682369,0.6233288872058086,0.21852935218538272],[-0.45071363858097996,-0.44161915353463294,0.26101849366722435,0.7406919690584295,0.330367162414753,-0.6242924516214252,-0.9999999999999997,-0.21386701847814743,0.21852935218538247,0.6834617232168293]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-5.155662791436685,"[1.,1.,-1.,-1.,-1.,1.,1.,1.,-1.,1.]",-1,0.99428391456604,CIA,,,-5.155662791436685,"[1,1,-1,-1,-1,1,1,1,-1,1]",29,29,29,29,-1.0,1000,55.807891845703125,,-1.0
13,1,2025-08-22 15:53:20,"[[-0.32524069287996593,-0.3805719473861182,0.17413750410797155,-0.30644840829036074,-0.05907649053126513,0.23898576644238903,0.6529061416520825,-0.12889344195186042,0.6353861530873344,0.5662472839569282],[-0.3805719473861182,0.008947123302050138,-0.35037788442873935,-0.25180801131087027,0.3498337394517765,-0.10288628370443724,-0.4859025191633382,0.4807332776682276,0.025807054173655863,-0.5754660364295622],[0.17413750410797152,-0.35037788442873935,-0.7527326934640001,-0.11735194488238215,0.156545849537971,0.29000949978664275,0.189534302242802,-0.48983696051126907,0.28399217126692233,0.29886892038414675],[-0.3064484082903616,-0.25180801131087016,-0.11735194488238221,-0.504745511158555,0.35182182025183883,-0.5254924379398253,-0.313022470581973,-0.14405533685075284,-0.32376980350667645,0.27439199820318105],[-0.059076490531265305,0.34983373945177654,0.156545849537971,0.3518218202518384,0.7497405535584268,-0.49232480700167663,-0.35069114073334806,-0.01704637614581415,-0.21546134394268304,-0.12732167237120393],[0.23898576644238917,-0.10288628370443752,0.2900094997866428,-0.5254924379398248,-0.4923248070016763,-0.4745315026235169,0.5268801180417606,-0.19021486658454295,-0.10632426841427382,-0.2737101170179643],[0.6529061416520824,-0.4859025191633382,0.18953430224280193,-0.31302247058197263,-0.3506911407333479,0.5268801180417606,0.4764196635487225,0.2917724953947065,0.10973369068444952,0.12924648410095538],[-0.12889344195186067,0.4807332776682279,-0.4898369605112691,-0.1440553368507526,-0.01704637614581409,-0.19021486658454292,0.29177249539470634,-0.5125448371570839,-0.1966330480649909,0.3053505998817903],[0.6353861530873337,0.025807054173655922,0.2839921712669221,-0.32376980350667617,-0.21546134394268276,-0.10632426841427393,0.10973369068444926,-0.19663304806499093,-0.9999999999999999,0.25418564796611515],[0.5662472839569282,-0.5754660364295623,0.298868920384147,0.274391998203181,-0.12732167237120395,-0.2737101170179641,0.12924648410095532,0.3053505998817901,0.25418564796611526,-0.8800715048881985]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-2.704158168004157,"[-1.,1.,1.,1.,-1.,1.,-1.,1.,1.,1.]",-1,1.05499005317688,CIA,,,-2.704158168004157,"[-1,1,1,1,-1,1,-1,1,1,1]",47,47,47,47,-1.0,1000,89.66834616661072,,-1.0
14,1,2025-08-22 15:53:43,"[[-0.528607653085447,0.2892138720310117,0.40300325692644956,-0.1621788095240012,-0.7084166268581942,-0.6117799683085775,0.2377763965905271,0.3248433254678737,0.7314130365782804,-0.051376551542864406],[0.2892138720310115,-0.24211124088707844,0.07569289404579892,-0.04009739849088412,-0.6946044345451002,-0.49397216343819084,-0.2725491115455212,-0.8413798743101784,-0.06109889798661438,-0.5674665406931848],[0.40300325692645006,0.07569289404579882,-0.9999999999999999,-0.12205763798035564,0.6965583844402167,-0.1731737101324495,0.24789456162648876,0.09734732631959073,-0.509367699115335,0.11717325170528192],[-0.16217880952400138,-0.04009739849088402,-0.1220576379803558,-0.14969427334554064,0.02276775435136164,-0.07302191154027858,-0.29720312403693167,0.5519149050672831,0.11905366643530252,0.3401624887900354],[-0.7084166268581942,-0.6946044345451003,0.6965583844402166,0.02276775435136153,0.06963042756196974,0.17134126677259054,-0.5515230050559963,0.8184681119686352,-0.05895166394981621,-0.10337723443513698],[-0.6117799683085771,-0.4939721634381906,-0.1731737101324494,-0.07302191154027868,0.1713412667725901,0.10685509691359976,0.42878141066338127,-0.004748957524830144,-0.3069357028068257,-0.2752872314390544],[0.23777639659052707,-0.2725491115455213,0.24789456162648885,-0.2972031240369319,-0.5515230050559959,0.4287814106633817,-0.7985896520684559,0.08977245455763196,-0.542307419715883,0.2924992117085951],[0.324843325467874,-0.8413798743101777,0.09734732631959055,0.5519149050672832,0.8184681119686347,-0.004748957524830088,0.08977245455763154,0.7961583551320135,0.0260799954842389,-0.4451305247017133],[0.7314130365782807,-0.061098897986614185,-0.5093676991153351,0.11905366643530252,-0.058951663949816074,-0.3069357028068257,-0.5423074197158833,0.026079995484238956,-0.15948854198571122,-0.10185707275258857],[-0.05137655154286427,-0.567466540693185,0.11717325170528198,0.3401624887900357,-0.1033772344351368,-0.2752872314390546,0.29249921170859505,-0.4451305247017136,-0.10185707275258872,-0.6045809079158172]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.3696556145056995,"[1.,1.,-1.,1.,1.,1.,1.,-1.,1.,1.]",-1,0.9967432022094728,CIA,,,-3.3696556145056995,"[1,1,-1,1,1,1,1,-1,1,1]",11,11,11,11,-1.0,1000,21.816134691238403,,-1.0
15,1,2025-08-22 15:44:06,"[[0.41662127961740497,0.0594702288702626,-0.8885320451492216,-0.4757056334844106,-0.7210087688731015,-0.11332126446738283,-0.425504924051431,0.8946947458592761,-0.6435311980404762,-0.23086134486564536],[0.05947022887026231,-0.3375150101185815,-0.5719343713629736,-0.11225128474904672,-0.21720916727462386,-0.05426836798776749,-0.2591793792966566,0.5236283437681918,0.5405076615226295,0.10731203101297042],[-0.8885320451492214,-0.5719343713629738,0.3495960561755308,0.11912599435115732,0.6381363201621522,-0.7741328450261705,0.14202359764359834,-0.9999999999999997,0.26625775304516147,0.2509440967720217],[-0.47570563348441075,-0.11225128474904711,0.11912599435115744,-0.1845372532563831,-0.5797380131158968,0.2974726266175709,0.13400023817034407,-0.7340771550139945,0.1370099725712217,-0.0879611415866782],[-0.7210087688731015,-0.21720916727462417,0.6381363201621523,-0.5797380131158967,-0.44617490571970986,-0.40589313182821724,0.5659157399397563,-0.5801504169933136,-0.04328936823457237,0.5145045633175749],[-0.11332126446738237,-0.054268367987767206,-0.7741328450261713,0.2974726266175711,-0.4058931318282175,-0.5049107562824234,0.09237149128284441,0.4085949528977532,0.21071068404112622,0.022540120968813398],[-0.4255049240514307,-0.2591793792966566,0.1420235976435984,0.13400023817034404,0.5659157399397562,0.09237149128284448,-0.09081122701882688,-0.4483390452407336,0.12719576242389768,0.3168161883372113],[0.8946947458592761,0.5236283437681925,-1.0,-0.7340771550139947,-0.5801504169933142,0.40859495289775294,-0.44833904524073365,0.6489382598472231,0.3240725725901401,-0.794610684904708],[-0.6435311980404756,0.5405076615226301,0.2662577530451612,0.13700997257122138,-0.043289368234573175,0.2107106840411266,0.12719576242389738,0.32407257259014144,-0.4432638280368127,0.31622142948322995],[-0.2308613448656453,0.10731203101297007,0.250944096772022,-0.08796114158667821,0.5145045633175751,0.02254012096881345,0.3168161883372116,-0.7946106849047085,0.31622142948323,-0.4779009914360693]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.7176905696402223,"[1.,1.,1.,1.,1.,1.,-1.,1.,-1.,1.]",-1,0.6257164478302002,CIA,,,-3.7176905696402223,"[1,1,1,1,1,1,-1,1,-1,1]",26,26,5,26,-1.0,1000,52.47574067115784,,-1.0
16,1,2025-08-22 15:44:57,"[[-0.5737431053759646,-0.27699616769708985,-0.29362443622208545,-0.2555888209755459,-0.5070999486291045,-0.6685357962588994,-0.22113022634771165,-0.12416488982142145,0.04403460720053591,-0.21487170553032786],[-0.27699616769708996,-0.20631287461089445,-0.23256252084699475,-0.21070219782390542,0.814410849383801,-0.10763248775906643,0.06061791756413284,-0.2138487595012287,-0.2343626174727441,-0.2001589243446263],[-0.2936244362220855,-0.23256252084699458,0.19482870165072552,-0.5506452572111205,0.06572101888323176,0.06665953200419542,0.3988939280326327,0.3464822679165171,-0.6205018983968357,-0.09015687133600897],[-0.25558882097554636,-0.2107021978239053,-0.5506452572111207,-0.41335041390539146,-0.12125886308221302,0.5600439869559078,-0.31111639861380325,0.13884992928058895,0.0027166936160859913,0.37407966990961183],[-0.507099948629105,0.8144108493838014,0.0657210188832318,-0.12125886308221305,-0.16167713268671766,0.2197985623546251,0.5153341891766828,0.16981372510201728,-0.5408034881809397,0.061931762032877286],[-0.6685357962589,-0.10763248775906639,0.0666595320041954,0.560043986955908,0.219798562354625,-0.4810195932709097,0.19720745010422508,0.3375978176218282,0.24097653158716356,-0.07755335555008389],[-0.22113022634771198,0.06061791756413287,0.3988939280326328,-0.3111163986138031,0.5153341891766828,0.19720745010422522,-0.6380343909871795,0.33862212496573,0.09454677944449331,-0.21792291560903543],[-0.12416488982142156,-0.2138487595012284,0.34648226791651715,0.13884992928058892,0.16981372510201745,0.337597817621828,0.33862212496573,-1.0,-0.004718762111032201,-0.0670760387473313],[0.04403460720053605,-0.23436261747274414,-0.6205018983968354,0.0027166936160858864,-0.5408034881809394,0.24097653158716345,0.09454677944449288,-0.0047187621110321145,-0.1386632352870473,-0.5736446132865283],[-0.21487170553032806,-0.20015892434462645,-0.09015687133600923,0.37407966990961217,0.06193176203287696,-0.07755335555008402,-0.2179229156090354,-0.06707603874733141,-0.5736446132865285,-0.17338757559458484]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.2193569914485254,"[1.,1.,1.,1.,-1.,-1.,1.,1.,1.,1.]",-1,0.9463682174682616,CIA,,,-3.2193569914485254,"[1,1,1,1,-1,-1,1,1,1,1]",23,23,4,23,-1.0,1000,50.91844201087952,,-1.0
17,1,2025-08-22 15:45:22,"[[-0.13954765525924565,-0.142356925165747,0.04163953947326669,0.16817751627255095,-0.4747090184165601,0.08630875556046914,-0.35707695947034385,0.8518670778284744,-0.33504506354301566,-0.44585361288137554],[-0.14235692516574697,-0.16673416944773217,0.5408949591844222,-0.02720658572267123,-0.5308105838497105,0.6509320254112467,-0.17695111999863242,0.40691119880780746,-0.18422147862956273,0.3262425729597612],[0.04163953947326645,0.5408949591844217,-0.24523247247660432,-0.5060863709184727,-0.2616053372790814,0.08967724053282104,0.4843514418817806,-0.3545928043087059,-0.6762892511096695,-0.3494465580405769],[0.16817751627255104,-0.027206585722671404,-0.5060863709184727,0.3364761112974955,0.15199486972385348,-0.9025110057598149,-0.1161703517713298,-0.0863488381957483,-0.04162481772403442,-0.034443665971813336],[-0.4747090184165601,-0.5308105838497107,-0.2616053372790815,0.1519948697238534,0.37922909688445494,-0.7191553529047288,0.13081783610539863,-0.2513169086520261,-0.5560438512886456,0.11064857118599336],[0.08630875556046892,0.6509320254112466,0.089677240532821,-0.9025110057598152,-0.7191553529047287,-0.09467906832392677,-0.48504174544069195,0.08563211273867713,0.4173348588722811,-0.3880946950205035],[-0.3570769594703434,-0.1769511199986326,0.48435144188178075,-0.11617035177133019,0.13081783610539827,-0.48504174544069195,0.28956471277732937,-0.14290630299459103,-0.2711961937572489,-0.9999999999999997],[0.8518670778284746,0.4069111988078074,-0.3545928043087056,-0.08634883819574835,-0.2513169086520261,0.08563211273867732,-0.1429063029945912,0.6392925766380623,-0.6095637730236001,-0.11747432722273246],[-0.3350450635430158,-0.18422147862956276,-0.6762892511096699,-0.04162481772403449,-0.556043851288646,0.4173348588722815,-0.2711961937572487,-0.6095637730236004,0.12236536044511648,-0.16037131459709572],[-0.4458536128813759,0.3262425729597616,-0.349446558040577,-0.03444366597181357,0.11064857118599337,-0.3880946950205032,-1.0,-0.11747432722273249,-0.16037131459709572,0.20795749971514388]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-5.068707158050469,"[1.,-1.,1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.9296414852142334,CIA,,,-5.068707158050469,"[1,-1,1,1,1,1,1,1,1,1]",10,10,10,10,-1.0,1000,24.17780184745789,,-1.0
18,1,2025-08-22 15:45:58,"[[-0.2528008137118363,-0.022417845834942995,-0.008123464315617461,0.04349542689873238,-0.28812611245864517,-0.14237214487763236,-0.01036531948197426,-0.013067817481266763,0.12074272555446379,0.15234870747278684],[-0.022417845834942957,-0.22436106498921146,-0.07455067764377826,0.5988462057251325,-0.04598255767758318,-0.2701816495530533,-0.5204253223419657,-0.29521145522839953,0.09209265451436342,-0.1715724034183221],[-0.008123464315617552,-0.07455067764377822,-0.40043446623322215,0.2728742656307035,0.2530791443693786,-0.005451088968128509,-0.29286203720926274,-0.02959883225885515,-0.13241968276444732,-0.08848176361398011],[0.0434954268987324,0.5988462057251324,0.2728742656307033,-0.6290710668150062,-0.12551754409562849,0.05209053095715289,-0.19424986740190336,-0.07264196780875913,0.1277815421651658,-0.5775776745063244],[-0.2881261124586454,-0.04598255767758336,0.25307914436937884,-0.12551754409562862,-0.3484182133064163,-0.10537566543302526,0.380205212303777,-0.4173329800281311,-0.08640126626422132,0.26648835851852065],[-0.14237214487763242,-0.2701816495530533,-0.005451088968128419,0.05209053095715303,-0.10537566543302523,-0.18705134819188085,0.06159747104539601,-0.11702472328308075,0.22190230112690443,0.250732063448328],[-0.010365319481974233,-0.5204253223419655,-0.29286203720926257,-0.19424986740190325,0.380205212303777,0.061597471045395855,-0.398108129368214,-0.11949534599353205,0.1095765095875337,0.3835607054962293],[-0.013067817481266713,-0.29521145522839937,-0.029598832258855137,-0.07264196780875873,-0.4173329800281309,-0.11702472328308064,-0.11949534599353218,-1.0,0.3153825081431442,-0.007566723283096685],[0.12074272555446385,0.0920926545143635,-0.13241968276444738,0.12778154216516588,-0.08640126626422133,0.22190230112690448,0.10957650958753355,0.3153825081431442,-0.19571654343020697,0.019781830570852914],[0.15234870747278687,-0.17157240341832206,-0.0884817636139801,-0.5775776745063244,0.26648835851852054,0.2507320634483279,0.3835607054962291,-0.0075667232830964265,0.019781830570853153,0.35263176368217636]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-2.539883817235511,"[1.,1.,1.,-1.,1.,1.,1.,1.,-1.,-1.]",-1,0.8957195281982422,CIA,,,-2.539883817235511,"[1,1,1,-1,1,1,1,1,-1,-1]",13,13,13,13,-1.0,1000,35.56902050971985,,-1.0
19,1,2025-08-22 15:46:36,"[[0.2332020767016454,-0.043999437259774676,0.4805493272820412,-0.00795130198284532,0.09547165394489615,0.14515244226253374,-0.09348091946182967,-0.17050256603836475,0.34098300200774895,0.41456049648051363],[-0.04399943725977485,-0.6493918994148182,-0.18353764948728943,-0.4393412772587399,-0.3411710475343367,-0.05868408296257629,0.11798323289113027,-0.16035611391074847,-0.05727016736621898,-0.629640258755037],[0.4805493272820415,-0.18353764948728918,0.4062231517283037,0.1523969494676163,0.013469573624415638,-0.21850047411257356,-0.368170527131536,-0.7295879740214374,0.6115183137490506,0.22053175068013764],[-0.007951301982845608,-0.4393412772587396,0.15239694946761617,-0.8819072930571404,-0.43118444328735783,0.2532547743311123,-0.2846818728427602,0.3995012112713939,0.10761240417135996,0.3259445598989893],[0.09547165394489597,-0.34117104753433675,0.013469573624415284,-0.43118444328735844,-0.5764449147384145,-0.16201891817212372,-0.25717032209117857,0.13248716050269196,0.3299479709472983,-0.0573987647181857],[0.14515244226253368,-0.05868408296257642,-0.21850047411257337,0.25325477433111204,-0.1620189181721234,-1.0,-0.30964169344704234,-0.28246023986837043,-0.4910890365499676,-0.004538440253902098],[-0.0934809194618296,0.11798323289113045,-0.3681705271315358,-0.28468187284276036,-0.25717032209117835,-0.3096416934470421,0.7834388109792421,-0.965348438910237,-0.014077687702284071,-0.4629133046752894],[-0.1705025660383647,-0.1603561139107489,-0.7295879740214366,0.3995012112713933,0.13248716050269171,-0.2824602398683703,-0.965348438910237,0.11387227407586885,-0.5329430049149458,0.048873473152912926],[0.34098300200774895,-0.05727016736621895,0.6115183137490503,0.10761240417136037,0.3299479709472984,-0.49108903654996744,-0.014077687702284358,-0.5329430049149458,-0.554501049762655,0.38376028511513127],[0.4145604964805135,-0.6296402587550367,0.22053175068013728,0.3259445598989898,-0.05739876471818523,-0.004538440253901905,-0.4629133046752897,0.048873473152913086,0.3837602851151313,-0.14723115632800837]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-4.293523325309816,"[-1.,1.,1.,1.,1.,1.,1.,1.,-1.,1.]",-1,0.966876983642578,CIA,,,-4.293523325309816,"[-1,1,1,1,1,1,1,1,-1,1]",23,23,10,23,-1.0,1000,37.4339325428009,,-1.0
20,1,2025-08-22 15:46:40,"[[-0.9454030264297368,-0.7525379895599837,-0.6479382708501412,0.13789500025708962,0.08013283059208831,0.5797125514963467,0.11370382387789194,0.12949587823705794,-0.11693548826176521,0.07315472538330746],[-0.7525379895599826,0.5634354188896162,-0.37116667875262216,-0.1631214540901026,-0.15417809691013185,-0.4256944222391405,0.6290312798954061,0.42367715395789396,0.23132531122676944,-0.2510590522123276],[-0.6479382708501408,-0.37116667875262266,-1.0,0.03630400060696377,-0.47302723515838296,-0.3087527780901619,0.4356892242989874,0.2315702699504587,0.2327007147223662,-0.3836315161520363],[0.13789500025708976,-0.16312145409010279,0.03630400060696382,0.2262798988859196,-0.2021594279734639,0.18901215452501977,0.3233560517769203,-0.417110718151931,-0.2804486224621518,0.06408652058628687],[0.08013283059208823,-0.15417809691013212,-0.47302723515838324,-0.2021594279734641,-0.27954641820314874,0.18671587540047582,-0.2933688779552157,-0.3328866780132451,0.3091661393955512,0.49384882524743634],[0.5797125514963469,-0.42569442223914106,-0.30875277809016205,0.18901215452502007,0.18671587540047596,0.6692066527164022,0.3575910324226673,-0.46708264613432676,-0.4883333615757989,0.16511331879133812],[0.11370382387789112,0.6290312798954061,0.43568922429898693,0.3233560517769202,-0.29336887795521593,0.35759103242266693,-0.5875742396204099,0.3056223245373936,0.5830010226352438,0.2734427490035416],[0.1294958782370574,0.4236771539578941,0.2315702699504585,-0.41711071815193085,-0.33288667801324523,-0.46708264613432643,0.30562232453739335,-0.04919029871615656,0.2306095616295974,-0.8019373658638964],[-0.11693548826176553,0.23132531122676941,0.23270071472236586,-0.28044862246215185,0.30916613939555143,-0.48833336157579893,0.5830010226352444,0.23060956162959706,0.29360367713282276,-0.2639627787856262],[0.07315472538330782,-0.25105905221232777,-0.3836315161520361,0.06408652058628693,0.49384882524743656,0.16511331879133787,0.2734427490035418,-0.8019373658638967,-0.263962778785626,0.1966857746777051]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.501489184466247,"[1.,1.,1.,1.,1.,-1.,-1.,1.,-1.,1.]",-1,0.7281639575958252,CIA,,,-3.501489184466247,"[-1,1,1,1,1,-1,-1,1,-1,1]",2,2,2,2,-1.0,1000,3.9840962886810303,,-1.0
